period,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_reason,liquidity_constrained,q_over_adv
IS,XLK,2007-02-01,2007-03-01,9.2376,8.8371,9066.2802,-3719.79,rebalance,False,0.00221532
IS,XLV,2007-02-01,2007-03-01,24.8334,23.9591,3373.6772,-3009.92,rebalance,False,0.00189798
IS,VNQ,2007-03-01,2007-04-02,36.0721,35.7843,2227.1962,-705.18,rebalance,True,0.01489963
IS,XLE,2007-03-01,2007-05-01,15.8037,17.86,5083.2235,10380.89,rebalance,False,0.00014026
IS,XLY,2007-04-02,2007-05-01,14.937,15.2468,5326.6921,1580.5,rebalance,False,0.00178218
IS,XLB,2007-05-01,2007-06-01,12.7697,13.5672,6722.9941,5280.05,rebalance,False,0.00084526
IS,XLI,2007-05-01,2007-06-01,25.9294,27.2729,3311.6446,4386.42,rebalance,False,0.00106419
IS,XLE,2007-06-01,2007-07-02,19.3239,19.5128,4689.6859,814.8,rebalance,False,0.00011966
IS,XLU,2007-06-01,2007-07-02,10.8196,10.3692,8374.0521,-3859.33,rebalance,False,0.00036312
IS,XLK,2007-07-02,2007-08-01,9.991,9.9483,8907.7958,-473.51,rebalance,False,0.00185839
IS,VNQ,2007-07-02,2007-09-04,32.5361,31.7593,2735.8854,-2199.36,rebalance,False,0.00761671
IS,XLF,2007-08-01,2007-09-04,18.6023,19.024,4755.0818,1934.64,rebalance,False,5.14e-05
IS,XLE,2007-09-04,2007-10-01,19.6511,21.1607,4505.3166,6729.75,rebalance,False,0.00012275
IS,VNQ,2007-10-01,2007-11-01,33.2846,32.8507,2859.6895,-1324.46,rebalance,True,0.01394936
IS,XLU,2007-09-04,2007-11-01,10.0806,10.9739,8780.452,7748.22,rebalance,False,0.00096953
IS,XLY,2007-11-01,2007-12-03,14.3473,13.7254,6619.779,-4200.11,rebalance,False,0.0008259
IS,XLB,2007-12-03,2008-01-02,13.9914,14.057,6482.2269,343.82,rebalance,False,0.00053382
IS,XLK,2007-11-01,2008-01-02,11.1493,10.4371,8517.6881,-6158.37,rebalance,False,0.00160708
IS,SHY,2008-01-02,2009-06-01,61.3092,65.11,2931.7104,11031.87,rebalance,False,0.00279942
IS,XLU,2009-06-01,2009-07-01,7.4576,7.8028,12774.7864,4291.8,rebalance,False,0.00080088
IS,XLE,2009-06-01,2009-08-03,15.2387,14.9706,6254.1229,-1756.71,rebalance,False,0.000145
IS,XLK,2009-07-01,2009-08-03,7.3341,7.9823,13558.6639,8663.22,rebalance,False,0.000681
IS,XLF,2009-08-03,2009-09-01,8.0111,8.8213,12571.3563,10064.34,rebalance,False,8.57e-05
IS,XLE,2009-09-01,2009-10-01,14.8339,15.7409,7461.2923,6668.66,rebalance,False,0.00020074
IS,VNQ,2009-08-03,2009-11-02,18.1357,20.7207,5554.5753,14263.27,rebalance,False,0.00170646
IS,XLU,2009-10-01,2009-11-02,8.2958,8.0557,14129.5411,-3524.24,rebalance,False,0.00091753
IS,XLY,2009-11-02,2009-12-01,10.9441,11.7806,10437.7501,8613.75,rebalance,False,0.00069351
IS,XLK,2009-11-02,2010-01-04,8.285,9.3264,13785.9063,14220.0,rebalance,False,0.00103844
IS,XLB,2009-12-01,2010-02-01,11.6027,10.7591,10577.5161,-9038.0,rebalance,False,0.00043879
IS,XLV,2010-02-01,2010-03-01,23.7724,23.8255,4778.905,170.12,rebalance,False,0.00067113
IS,XLB,2010-03-01,2010-04-01,11.1864,12.1275,10160.9824,9447.54,rebalance,False,0.00041492
IS,XLE,2010-01-04,2010-05-03,17.0069,17.7295,7545.8763,5345.2,rebalance,False,0.00018386
IS,VNQ,2010-05-03,2010-06-01,28.1018,26.0139,4753.2585,-10022.42,rebalance,False,0.00114515
IS,XLF,2010-04-01,2010-06-01,9.8108,8.8591,12535.8934,-12052.13,rebalance,False,5.989e-05
IS,SHY,2010-06-01,2010-10-01,66.4761,67.1267,3525.3615,2156.96,rebalance,False,0.00305789
IS,VNQ,2010-10-01,2010-11-01,28.422,29.7349,4157.6193,5370.42,rebalance,False,0.00259163
IS,XLU,2010-10-01,2010-11-01,9.2499,9.3765,12770.8859,1491.31,rebalance,False,0.0013099
IS,XLK,2010-11-01,2010-12-01,9.9647,9.8955,12188.5601,-968.45,rebalance,False,0.00062234
IS,XLB,2010-11-01,2011-01-03,12.6903,14.1979,9571.6885,14312.51,rebalance,False,0.00080888
IS,XLI,2010-12-01,2011-01-03,24.7919,26.3786,4856.4194,7616.07,rebalance,False,0.00056761
IS,VNQ,2011-01-03,2011-02-01,30.5816,31.5414,4309.9435,4040.74,rebalance,False,0.00254267
IS,XLE,2011-01-03,2011-02-01,20.5793,21.9353,6404.4388,8579.97,rebalance,False,0.00020669
IS,XLV,2011-02-01,2011-03-01,24.5926,25.3348,5611.9611,4063.22,rebalance,False,0.00074198
IS,XLY,2011-02-01,2011-03-01,15.5727,16.4259,8861.3452,7438.5,rebalance,False,0.00082031
IS,XLE,2011-03-01,2011-04-01,23.596,24.11,6087.9098,3022.38,rebalance,False,0.00016641
IS,XLB,2011-03-01,2011-05-02,14.4648,15.052,9929.5333,5703.13,rebalance,False,0.00042484
IS,VNQ,2011-04-01,2011-06-01,32.4727,34.5499,4513.6455,9266.13,rebalance,False,0.00276316
IS,XLF,2011-05-02,2011-06-01,10.1372,9.7302,14716.4219,-6136.31,rebalance,False,0.00017019
IS,XLB,2011-06-01,2011-07-01,14.52,14.5311,10283.1983,-15.32,rebalance,False,0.00032918
IS,XLE,2011-06-01,2011-08-01,23.0521,23.4018,6478.032,2154.61,rebalance,False,0.00017706
IS,XLU,2011-07-01,2011-08-01,10.1786,10.1786,14652.827,-151.15,rebalance,False,0.00110765
IS,VNQ,2011-08-01,2011-09-01,34.4152,32.0362,4362.4598,-10487.27,rebalance,False,0.00109565
IS,XLB,2011-08-01,2011-09-01,14.2838,13.0293,10509.0266,-13312.73,rebalance,False,0.00026539
IS,SHY,2011-09-01,2012-01-03,67.9948,67.9877,4063.3329,-187.5,rebalance,False,0.00215013
IS,VNQ,2012-01-03,2012-02-01,33.5874,35.3848,4107.2174,7283.73,rebalance,False,0.00239934
IS,XLV,2012-02-01,2012-03-01,28.3345,28.5713,5122.1772,1111.59,rebalance,False,0.00093204
IS,XLE,2012-01-03,2012-04-02,21.4097,21.7877,6443.0663,2330.71,rebalance,False,0.0002157
IS,XLB,2012-03-01,2012-05-01,13.892,13.7499,10518.0953,-1623.46,rebalance,False,0.00054188
IS,XLI,2012-04-02,2012-05-01,28.8492,28.5325,4858.9776,-1635.46,rebalance,False,0.00028075
IS,VNQ,2012-05-01,2012-06-01,37.5843,35.3195,3762.8033,-8614.3,rebalance,False,0.00171468
IS,XLF,2012-05-01,2012-06-01,9.6778,8.6179,14607.8391,-15621.85,rebalance,False,0.000128
IS,XLE,2012-06-01,2012-08-01,18.9809,21.3851,6805.7068,16252.94,rebalance,False,0.00024578
IS,XLU,2012-06-01,2012-08-01,11.1552,12.0215,11577.9649,9898.98,rebalance,False,0.00088797
IS,XLB,2012-08-01,2012-09-04,13.2024,13.455,10764.2768,2589.19,rebalance,False,0.00092372
IS,XLU,2012-09-04,2012-10-01,11.4805,11.6467,12592.3202,1954.22,rebalance,False,0.00090247
IS,VNQ,2012-08-01,2012-11-01,38.8016,37.5836,3663.4709,-4552.86,rebalance,False,0.00173484
IS,XLP,2012-10-01,2012-11-01,24.9912,24.7262,5858.6621,-1656.92,rebalance,False,0.00109356
IS,XLK,2012-11-01,2012-12-03,12.1815,12.32,11578.6723,1470.97,rebalance,False,0.00059103
IS,XLY,2012-11-01,2012-12-03,19.7577,20.4327,7139.872,4707.37,rebalance,False,0.00054687
IS,XLB,2012-12-03,2013-01-02,13.9499,14.6849,10323.9464,7457.41,rebalance,False,0.00061561
IS,XLE,2012-12-03,2013-01-02,22.0001,22.5292,6547.1375,3354.21,rebalance,False,0.00032248
IS,VNQ,2013-01-02,2013-02-01,39.4739,40.4706,3783.1745,3672.91,rebalance,False,0.00163683
IS,XLV,2013-01-02,2013-03-01,32.7714,34.9304,4556.8105,9732.89,rebalance,False,0.00075495
IS,XLB,2013-03-01,2013-04-01,14.6199,15.0295,10870.6155,4312.9,rebalance,False,0.00084633
IS,XLE,2013-02-01,2013-04-01,24.0146,24.6031,6366.9229,3634.65,rebalance,False,0.00037066
IS,XLI,2013-04-01,2013-05-01,32.9612,32.566,4847.5339,-2022.4,rebalance,False,0.00040005
IS,VNQ,2013-04-01,2013-06-03,41.9954,42.0548,3804.8337,121.7,rebalance,False,0.00111834
IS,XLF,2013-05-01,2013-06-03,11.9293,12.728,13212.0607,10400.1,rebalance,False,0.00021395
IS,XLP,2013-06-03,2013-07-01,28.4505,28.4651,5758.9575,-30.61,rebalance,False,0.00036316
IS,XLE,2013-07-01,2013-08-01,24.5589,25.8992,6665.4656,8811.63,rebalance,False,0.00035627
IS,XLU,2013-06-03,2013-08-01,12.2914,12.9647,13327.0325,8817.0,rebalance,False,0.00072882
IS,XLB,2013-08-01,2013-09-03,15.7635,15.8718,10938.0345,1038.54,rebalance,False,0.00116966
IS,VNQ,2013-08-01,2013-10-01,41.767,40.0545,4128.9312,-7180.99,rebalance,False,0.0011591
IS,XLU,2013-09-03,2013-10-01,12.3387,12.4702,14045.1972,1685.29,rebalance,False,0.00051257
IS,XLK,2013-10-01,2013-11-01,13.7293,14.4657,12380.6926,8961.11,rebalance,False,0.00077044
IS,XLP,2013-10-01,2013-11-01,28.5518,30.4035,5954.468,10902.47,rebalance,False,0.00064094
IS,XLY,2013-11-01,2013-12-02,27.642,28.4273,6504.6049,4979.24,rebalance,False,0.00065004
IS,XLB,2013-11-01,2014-01-02,17.036,17.9726,10552.8875,9732.6,rebalance,False,0.00102369
IS,XLE,2013-12-02,2014-01-02,27.0966,27.679,6814.5167,3837.75,rebalance,False,0.00031878
IS,VNQ,2014-01-02,2014-02-03,39.5291,41.3371,4778.1311,8509.73,rebalance,False,0.00142957
IS,XLV,2014-01-02,2014-03-03,45.3239,48.0691,4167.3359,11315.43,rebalance,False,0.00044874
IS,XLB,2014-03-03,2014-04-01,18.27,18.6572,10948.902,4077.88,rebalance,False,0.0009008
IS,XLE,2014-02-03,2014-04-01,26.2066,28.166,7526.5561,14601.05,rebalance,False,0.00038336
IS,XLI,2014-04-01,2014-05-01,42.3393,42.6858,4909.1172,1567.46,rebalance,False,0.00045101
IS,VNQ,2014-04-01,2014-06-02,43.8046,46.3733,4744.8692,12049.59,rebalance,False,0.00170293
IS,XLF,2014-05-01,2014-06-02,14.2628,14.4901,14670.0158,3152.15,rebalance,False,0.0004409
IS,XLK,2014-06-02,2014-07-01,16.3667,16.7069,13195.3028,4310.19,rebalance,False,0.00101187
IS,XLP,2014-06-02,2014-07-01,32.6801,32.7066,6609.4108,30.99,rebalance,False,0.00090752
IS,XLU,2014-07-01,2014-08-01,15.1149,14.0585,14420.5484,-15412.66,rebalance,False,0.00077745
IS,XLE,2014-07-01,2014-09-02,31.8732,31.3174,6839.7358,-3946.77,rebalance,False,0.00041793
IS,VNQ,2014-08-01,2014-10-01,46.7865,45.1469,4326.5756,-7219.32,rebalance,False,0.00113202
IS,XLV,2014-09-02,2014-10-01,52.8158,53.0951,4050.4311,999.72,rebalance,False,0.00055363
IS,XLI,2014-10-01,2014-11-03,43.0828,44.9613,4756.8052,8799.8,rebalance,False,0.00025484
IS,XLE,2014-11-03,2014-12-01,27.9284,25.3456,7647.66,-19891.88,rebalance,False,0.00016184
IS,XLK,2014-10-01,2014-12-01,17.3368,18.4789,11818.7958,13327.19,rebalance,False,0.00095218
IS,XLB,2014-12-01,2015-01-02,19.4301,19.381,10591.8347,-683.58,rebalance,False,0.00097552
IS,XLI,2014-12-01,2015-01-02,46.1323,46.4976,4461.8058,1499.69,rebalance,False,0.00045786
IS,VNQ,2015-01-02,2015-02-02,52.2175,55.3046,3946.8725,12049.94,rebalance,False,0.00078454
IS,XLV,2015-01-02,2015-03-02,57.1244,60.2504,3607.8997,11148.2,rebalance,False,0.00037803
IS,XLE,2015-02-02,2015-04-01,24.5683,25.1718,8872.7144,5194.55,rebalance,False,0.0002643
IS,XLB,2015-03-02,2015-05-01,20.5499,20.3153,10563.4855,-2644.42,rebalance,False,0.0017253
IS,XLI,2015-04-01,2015-05-01,45.709,45.9144,4879.5757,861.89,rebalance,False,0.00058314
IS,VNQ,2015-05-01,2015-06-01,51.0958,51.0444,4286.6733,-358.64,rebalance,False,0.00098854
IS,XLF,2015-05-01,2015-06-01,16.0251,16.3355,13665.3471,4059.35,rebalance,False,0.00042347
IS,XLP,2015-06-01,2015-07-01,36.488,35.9858,6048.9766,-3182.3,rebalance,False,0.00081085
IS,XLV,2015-06-01,2015-07-01,62.8366,62.8774,3512.7379,10.84,rebalance,False,0.00046676
IS,XLE,2015-07-01,2015-08-03,24.5186,22.3471,8931.0972,-19543.54,rebalance,False,0.0002992
IS,XLU,2015-07-01,2015-08-03,14.6936,15.5927,14900.9622,13201.13,rebalance,False,0.00062181
IS,VNQ,2015-08-03,2015-09-01,51.4826,47.5988,4188.9637,-16399.71,rebalance,False,0.00092189
IS,XLK,2015-08-03,2015-09-01,18.8101,17.4047,11463.0562,-16276.25,rebalance,False,0.0003917
IS,SHY,2015-09-01,2015-11-02,69.1208,69.1296,5763.4637,-178.16,rebalance,False,0.00174212
IS,XLU,2015-11-02,2015-12-01,15.622,15.3361,12734.0847,-3806.71,rebalance,False,0.00053118
IS,XLI,2015-12-01,2016-01-04,45.4537,43.5167,4290.1561,-8428.73,rebalance,False,0.00031864
IS,XLP,2015-11-02,2016-01-04,37.722,37.9389,5274.6154,1012.76,rebalance,False,0.00051614
IS,SHY,2016-01-04,2016-04-01,69.0105,69.495,5598.1925,2488.25,rebalance,False,0.0024188
IS,XLF,2016-04-01,2016-05-02,15.0873,15.7207,12874.8474,7986.33,rebalance,False,0.00023704
IS,VNQ,2016-04-01,2016-06-01,56.246,56.0778,3454.3152,-701.09,rebalance,False,0.00091654
IS,XLE,2016-05-02,2016-06-01,22.458,22.0714,8998.2553,-3626.69,rebalance,False,0.0003264
IS,XLP,2016-06-01,2016-07-01,40.3303,42.5362,4857.3312,10583.37,rebalance,False,0.00045131
IS,XLU,2016-07-01,2016-08-01,19.3472,19.0649,10664.1608,-3169.4,rebalance,False,0.00037777
IS,XLV,2016-06-01,2016-08-01,60.1898,63.9494,3254.8078,12114.57,rebalance,False,0.00042096
IS,XLP,2016-08-01,2016-09-01,42.0819,41.697,4882.316,-2007.22,rebalance,False,0.00054942
IS,VNQ,2016-08-01,2016-10-03,62.6554,58.7701,3279.2487,-12860.6,rebalance,False,0.00063005
IS,XLP,2016-10-03,2016-11-01,41.1496,40.9017,4677.5502,-1280.0,rebalance,False,0.00039163
IS,XLY,2016-09-01,2016-11-01,36.4152,35.489,5583.3218,-5301.42,rebalance,False,0.00052159
IS,XLB,2016-11-01,2016-12-01,19.3554,20.7022,10046.5915,13372.36,rebalance,False,0.00078773
IS,XLE,2016-11-01,2016-12-01,23.3332,25.5879,8334.3013,18637.47,rebalance,False,0.00023554
IS,XLI,2016-12-01,2017-01-03,53.0641,53.5171,3963.8499,1666.99,rebalance,False,0.00043426
IS,XLP,2016-12-01,2017-01-03,39.0348,40.3873,5388.2856,7149.3,rebalance,False,0.00040938
IS,XLU,2017-01-03,2017-02-01,18.1104,18.2672,11848.0349,1687.2,rebalance,False,0.00044651
IS,VNQ,2017-01-03,2017-03-01,57.89,59.2992,3707.2167,5091.49,rebalance,False,0.00096944
IS,XLV,2017-02-01,2017-03-01,60.4097,64.6243,3577.7454,14943.68,rebalance,False,0.00034039
IS,XLB,2017-03-01,2017-04-03,21.9285,21.8724,10270.6296,-745.86,rebalance,False,0.00109537
IS,XLE,2017-03-01,2017-04-03,24.444,23.8977,9213.941,-5193.44,rebalance,False,0.00026633
IS,XLF,2017-04-03,2017-05-01,20.0792,19.9778,11060.4367,-1289.54,rebalance,False,0.00013606
IS,VNQ,2017-04-03,2017-06-01,57.8773,57.5962,3837.7327,-1212.26,rebalance,False,0.00087081
IS,XLE,2017-05-01,2017-06-01,23.1501,22.348,9530.5696,-7802.84,rebalance,False,0.00030588
IS,XLK,2017-06-01,2017-07-03,25.846,25.1714,8384.8438,-5807.22,rebalance,False,0.00026868
IS,XLU,2017-07-03,2017-08-01,19.7388,20.2167,10676.7753,4938.8,rebalance,False,0.00049907
IS,XLV,2017-06-01,2017-08-01,65.5206,69.2075,3307.9776,12062.32,rebalance,False,0.00048377
IS,XLK,2017-08-01,2017-09-01,26.3166,27.0175,8439.0926,5754.24,rebalance,False,0.00044394
IS,VNQ,2017-08-01,2017-10-02,59.9626,59.6472,3704.1229,-1301.33,rebalance,False,0.00104123
IS,XLY,2017-09-01,2017-10-02,41.2312,41.5152,5522.4354,1423.36,rebalance,False,0.00067207
IS,XLP,2017-10-02,2017-11-01,42.9437,42.355,5235.2991,-3221.7,rebalance,False,0.00052636
IS,XLE,2017-11-01,2017-12-01,23.7906,24.2328,9307.9606,3953.14,rebalance,False,0.00036482
IS,XLK,2017-10-02,2017-12-01,27.2381,29.1689,8253.3949,15770.21,rebalance,False,0.00040422
IS,XLI,2017-12-01,2018-01-02,64.3905,66.0808,3616.1821,5972.42,rebalance,False,0.00041016
IS,XLV,2017-12-01,2018-01-02,72.2779,72.1841,3221.6069,-437.74,rebalance,False,0.00049624
IS,VNQ,2018-01-02,2018-02-01,60.4403,57.5653,3895.9865,-11338.85,rebalance,False,0.00070534
IS,XLU,2018-01-02,2018-03-01,20.3177,18.9637,11587.7616,-15862.34,rebalance,False,0.00024673
IS,XLV,2018-02-01,2018-03-01,76.333,73.0539,2934.5811,-9749.8,rebalance,False,0.00021082
IS,XLB,2018-03-01,2018-04-02,25.2377,24.1227,8588.5616,-9730.62,rebalance,False,0.00064681
IS,XLY,2018-03-01,2018-04-02,48.1181,46.6385,4505.142,-6799.3,rebalance,False,0.00036238
IS,XLF,2018-04-02,2018-05-01,23.6706,23.516,8802.0567,-1510.49,rebalance,False,0.0001549
IS,VNQ,2018-04-02,2018-06-01,55.3691,57.7576,3763.3719,8856.29,rebalance,False,0.00089328
IS,XLE,2018-05-01,2018-06-01,25.927,26.9297,7972.0704,7841.68,rebalance,False,0.00023431
IS,XLK,2018-06-01,2018-07-02,32.5724,31.9909,6623.3651,-3992.52,rebalance,False,0.00023669
IS,XLU,2018-07-02,2018-08-01,20.392,20.5881,10375.8815,1872.4,rebalance,False,0.00033619
IS,XLV,2018-06-01,2018-08-01,72.2195,77.8662,2987.508,16734.82,rebalance,False,0.00047372
IS,VNQ,2018-08-01,2018-09-04,60.3403,62.202,3693.0542,6737.39,rebalance,False,0.00100094
IS,XLK,2018-08-01,2018-10-01,33.1801,35.3341,6715.6455,14310.47,rebalance,False,0.00024563
IS,XLP,2018-10-01,2018-11-01,44.1769,45.093,5364.5116,4762.41,rebalance,False,0.00021252
IS,XLY,2018-09-04,2018-11-01,54.2619,49.2858,4228.3526,-21171.0,rebalance,False,0.00018617
IS,SHY,2018-11-01,2018-12-03,69.9038,70.1076,6433.9715,1052.73,rebalance,False,0.00245173
IS,XLI,2018-12-03,2019-01-02,65.1629,56.2953,3457.0625,-30775.49,rebalance,False,0.00018267
