period,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_reason,liquidity_constrained,q_over_adv
IS,SPY,2003-12-01,2004-01-02,70.4115,73.9819,553.3162,1970.63,rebalance,False,1.834e-05
IS,IWM,2003-12-01,2004-02-02,40.6825,43.135,957.5942,2341.2,rebalance,False,0.00011803
IS,XLE,2004-01-02,2004-02-02,7.4917,7.6076,5365.4997,572.22,rebalance,False,0.0024461
IS,QQQ,2004-02-02,2004-03-01,31.3927,30.9539,1306.834,-582.15,rebalance,False,1.446e-05
IS,SPY,2004-02-02,2004-05-03,75.2795,73.9954,545.0215,-704.76,rebalance,False,1.203e-05
IS,XLV,2004-01-02,2004-06-01,20.8389,21.2783,1929.7863,816.03,rebalance,False,0.00454779
IS,XLE,2004-03-01,2004-07-01,8.0467,8.5829,5020.1866,2643.85,rebalance,False,0.00140008
IS,XLP,2004-06-01,2004-07-01,13.1118,13.2123,3126.416,276.24,rebalance,False,0.00730121
IS,IWM,2004-05-03,2004-08-02,41.6324,40.8449,968.4021,-769.85,rebalance,False,7.074e-05
IS,QQQ,2004-07-01,2004-08-02,31.7809,29.2071,1326.1246,-3422.0,rebalance,False,1.235e-05
IS,SPY,2004-07-01,2004-09-01,76.1859,73.9854,553.2436,-1222.36,rebalance,False,1.293e-05
IS,XLP,2004-08-02,2004-09-01,12.4814,12.7441,3132.5045,784.64,rebalance,True,0.01133405
IS,XLV,2004-08-02,2004-09-01,20.0612,20.4288,1949.2331,684.54,rebalance,False,0.0037362
IS,IWM,2004-09-01,2004-10-01,40.8037,42.9544,985.0084,2111.04,rebalance,False,7.934e-05
IS,XLE,2004-09-01,2004-10-01,8.6916,9.558,4619.9376,3956.04,rebalance,False,0.00101555
IS,IEF,2004-10-01,2004-11-01,47.612,48.1556,906.9066,465.39,rebalance,False,0.00679356
IS,SHY,2004-10-01,2004-11-01,54.097,54.2608,798.2141,104.83,rebalance,False,0.00488712
IS,TLT,2004-09-01,2004-11-01,43.0067,43.8799,934.1315,789.82,rebalance,False,0.0010352
IS,XLP,2004-11-01,2004-12-01,12.5055,12.8152,3405.805,1012.62,rebalance,False,0.00690616
IS,IWM,2004-11-01,2005-01-03,43.693,48.9664,975.5364,5136.69,rebalance,False,8.446e-05
IS,QQQ,2004-11-01,2005-01-03,31.2071,34.1556,1365.7926,4017.81,rebalance,False,1.772e-05
IS,SPY,2004-12-01,2005-01-03,79.3557,82.0248,549.412,1461.36,rebalance,False,1.364e-05
IS,TLT,2005-01-03,2005-02-01,43.9435,45.7401,1057.2144,1869.19,rebalance,False,0.0010397
IS,XLE,2005-01-03,2005-02-01,9.8801,10.3344,4700.2414,2086.52,rebalance,False,0.00060765
IS,IWM,2005-02-01,2005-03-01,46.7322,47.6387,1036.0743,931.11,rebalance,False,5.762e-05
IS,QQQ,2005-02-01,2005-03-01,31.9405,31.8382,1515.8149,-165.15,rebalance,False,1.644e-05
IS,XLV,2005-01-03,2005-03-01,21.2507,21.146,2185.8479,-265.07,rebalance,False,0.00368037
IS,IEF,2005-03-01,2005-04-01,47.5633,47.5576,1007.0476,-35.79,rebalance,False,0.00349178
IS,TLT,2005-03-01,2005-04-01,44.9305,45.092,1066.0555,141.88,rebalance,False,0.00077131
IS,SPY,2005-04-01,2005-05-02,80.3622,78.628,596.6241,-1040.12,rebalance,False,7.84e-06
IS,IWM,2005-05-02,2005-06-01,43.6596,46.3496,1074.169,2881.4,rebalance,False,4.082e-05
IS,XLV,2005-04-01,2005-06-01,21.0361,21.9464,2277.7063,2035.78,rebalance,False,0.00279978
IS,TLT,2005-06-01,2005-07-01,48.2969,48.8909,1031.817,581.58,rebalance,False,0.00080772
IS,XLE,2005-03-01,2005-07-01,11.9738,12.2605,3999.0199,1101.53,rebalance,False,0.00015721
IS,IWM,2005-07-01,2005-08-01,48.2429,51.454,1030.0396,3299.48,rebalance,False,4.287e-05
IS,QQQ,2005-07-01,2005-08-01,31.4328,33.8034,1580.8179,3736.91,rebalance,False,1.945e-05
IS,SHY,2005-08-01,2005-09-01,54.3703,54.7266,978.0574,316.52,rebalance,False,0.00354819
IS,SPY,2005-08-01,2005-09-01,84.2233,83.3323,631.6903,-568.73,rebalance,False,1.046e-05
IS,XLE,2005-09-01,2005-10-03,14.1309,14.9309,3751.9238,2954.11,rebalance,False,0.00013417
IS,IEF,2005-10-03,2005-11-01,48.7363,48.1736,1147.746,-680.27,rebalance,False,0.00634009
IS,TLT,2005-09-01,2005-11-01,48.8698,46.2401,1085.1531,-2884.96,rebalance,False,0.00109767
IS,XLP,2005-11-01,2005-12-01,13.6209,13.7785,3865.6484,561.76,rebalance,False,0.00451336
IS,IWM,2005-12-01,2006-01-03,51.4975,51.2542,1033.1988,-259.46,rebalance,False,3.973e-05
IS,QQQ,2005-11-01,2006-01-03,33.0701,34.7483,1593.3029,2663.04,rebalance,False,2.341e-05
IS,EEM,2005-06-01,2006-02-01,14.9407,22.1991,3334.6235,24148.43,rebalance,False,0.00033606
IS,XLE,2006-01-03,2006-02-01,14.0228,15.9228,3858.2507,7279.82,rebalance,False,8.506e-05
IS,SPY,2006-02-01,2006-03-01,87.77,88.3056,770.9834,405.53,rebalance,False,1.292e-05
IS,XLV,2006-01-03,2006-03-01,22.4635,22.9441,2408.8056,1116.3,rebalance,False,0.00237314
IS,EEM,2006-03-01,2006-04-03,21.5369,22.0627,2860.381,1456.84,rebalance,False,0.00017635
IS,TLT,2006-02-01,2006-04-03,47.1768,45.4293,1433.6328,-2546.16,rebalance,False,0.00148689
IS,SPY,2006-04-03,2006-05-01,89.6702,90.6353,714.4787,682.65,rebalance,False,1.047e-05
IS,XLE,2006-03-01,2006-06-01,14.6072,15.2783,4216.9519,2775.64,rebalance,False,8.215e-05
IS,XLV,2006-04-03,2006-06-01,22.764,21.6081,2812.6114,-3297.5,rebalance,False,0.00161408
IS,TLT,2006-06-01,2006-07-03,44.3128,44.752,1410.695,579.96,rebalance,False,0.00124702
IS,IWM,2006-05-01,2006-08-01,58.311,52.9499,1110.2709,-5961.04,rebalance,False,1.746e-05
IS,QQQ,2006-07-03,2006-08-01,33.2896,31.4749,1894.8504,-3451.35,rebalance,False,1.492e-05
IS,SHY,2006-08-01,2006-09-01,55.8674,56.2606,1059.0916,381.23,rebalance,False,0.00321058
IS,SPY,2006-08-01,2006-09-01,88.1761,90.8074,671.352,1760.03,rebalance,False,1.139e-05
IS,XLE,2006-09-01,2006-10-02,15.6136,14.8893,3855.8323,-2841.55,rebalance,False,7.366e-05
IS,EEM,2006-06-01,2006-11-01,20.6657,22.857,3024.4855,6576.91,rebalance,False,0.00018449
IS,IEF,2006-10-02,2006-11-01,50.0383,50.3697,1145.6469,344.14,rebalance,False,0.00275671
IS,TLT,2006-09-01,2006-11-01,47.1104,48.5584,1278.1957,1812.21,rebalance,False,0.00120905
IS,SPY,2006-11-01,2006-12-01,96.1309,97.7375,654.5223,1044.97,rebalance,False,8.82e-06
IS,XLP,2006-11-01,2006-12-01,15.4122,15.3109,4079.4228,-466.3,rebalance,False,0.00193815
IS,IWM,2006-12-01,2007-01-03,60.0157,60.6791,1052.6765,689.63,rebalance,False,2.519e-05
IS,QQQ,2006-11-01,2007-01-03,36.5977,37.2682,1719.0817,1140.78,rebalance,False,1.789e-05
IS,XLE,2007-01-03,2007-02-01,16.3621,16.3032,3905.8917,-282.28,rebalance,False,6.242e-05
IS,XLV,2007-01-03,2007-02-01,24.1526,24.8334,2646.2916,1754.4,rebalance,False,0.00127375
IS,GLD,2007-02-01,2007-03-01,65.45,66.23,987.1574,731.18,rebalance,False,0.00015684
IS,IWM,2007-02-01,2007-03-01,61.4426,59.7459,1052.0218,-1793.67,rebalance,False,1.881e-05
IS,EEM,2006-12-01,2007-04-02,24.2584,26.0742,2602.822,4678.04,rebalance,False,9.141e-05
IS,TLT,2007-03-01,2007-04-02,49.661,48.647,1289.8135,-1346.56,rebalance,False,0.00132391
IS,SPY,2007-04-02,2007-05-01,99.8164,104.2117,653.7607,2866.74,rebalance,False,7.08e-06
IS,GLD,2007-05-01,2007-06-01,66.98,65.7,1016.4629,-1340.44,rebalance,False,0.00020497
IS,XLV,2007-04-02,2007-06-01,24.3148,26.4298,2682.1167,5622.17,rebalance,False,0.00151458
IS,TLT,2007-06-01,2007-07-02,47.7876,47.3625,1438.6025,-653.79,rebalance,False,0.00032704
IS,XLE,2007-03-01,2007-07-02,15.8037,19.5128,4052.2111,14968.89,rebalance,False,0.0001034
IS,IWM,2007-06-01,2007-08-01,65.3238,59.5104,1052.9227,-6129.67,rebalance,False,9.35e-06
IS,QQQ,2007-07-02,2007-08-01,40.9705,40.6957,1794.9079,-506.11,rebalance,False,1.21e-05
IS,GLD,2007-08-01,2007-09-04,65.5,66.74,1035.1438,1242.93,rebalance,False,0.00018975
IS,SHY,2007-08-01,2007-09-04,58.7485,59.5073,1154.1011,835.3,rebalance,False,0.00111018
IS,IEF,2007-09-04,2007-11-01,52.7738,53.4735,1303.6521,868.54,rebalance,False,0.00491138
IS,TLT,2007-09-04,2007-11-01,50.0048,51.0623,1375.8422,1411.46,rebalance,False,0.00085552
IS,XLP,2007-11-01,2007-12-03,17.3584,17.8883,4025.8394,2074.78,rebalance,False,0.00145646
IS,EEM,2007-07-02,2008-01-02,29.4548,34.1991,2495.3832,11782.12,rebalance,False,5.148e-05
IS,GLD,2007-12-03,2008-01-02,77.39,83.56,929.2544,5688.74,rebalance,False,0.00013667
IS,QQQ,2007-11-01,2008-01-02,46.9803,44.0965,1488.4424,-4303.54,rebalance,False,1.307e-05
IS,IEF,2008-01-02,2008-02-01,55.5431,57.6707,1370.5057,2867.29,rebalance,False,0.00279961
IS,SHY,2008-01-02,2008-03-03,61.3092,62.9237,1241.6652,1958.99,rebalance,False,0.00101905
IS,TLT,2008-01-02,2008-04-01,53.3549,54.8702,1426.7235,2113.83,rebalance,False,0.00039595
IS,GLD,2008-02-01,2008-06-02,91.75,87.47,860.4334,-3725.71,rebalance,False,0.00010246
IS,TLT,2008-06-02,2008-08-01,52.4535,53.4154,1433.1386,1331.84,rebalance,False,0.00045829
IS,GLD,2008-08-01,2008-09-02,89.5,78.16,854.3211,-9726.6,rebalance,False,6.062e-05
IS,SHY,2008-04-01,2008-10-01,62.9503,63.7345,1242.0993,927.65,rebalance,False,0.00054358
IS,TLT,2008-09-02,2008-11-03,54.7942,55.0278,1217.1855,243.14,rebalance,False,0.00072791
IS,SHY,2008-11-03,2008-12-01,64.2817,65.024,1040.7135,733.09,rebalance,False,0.00102278
IS,GLD,2008-10-01,2009-04-01,86.23,91.34,916.9941,4638.44,rebalance,False,4.585e-05
IS,TLT,2008-12-01,2009-05-01,64.1633,58.6933,1053.4039,-5799.61,rebalance,False,0.00054627
IS,GLD,2009-05-01,2009-06-01,86.75,96.47,711.8755,6881.08,rebalance,False,5.039e-05
IS,IEF,2008-03-03,2009-06-01,58.0097,60.8756,1345.2141,3804.48,rebalance,False,0.00279659
IS,SHY,2009-04-01,2009-06-01,65.2202,65.11,1282.766,-189.87,rebalance,False,0.00122488
IS,XLE,2009-06-01,2009-07-01,15.2387,14.1245,5113.0577,-5759.93,rebalance,False,0.00011222
IS,XLP,2009-06-01,2009-07-01,14.7364,14.6901,5287.2343,-312.56,rebalance,False,0.00101671
IS,IWM,2009-06-01,2009-08-03,40.7315,44.7579,1914.2005,7692.55,rebalance,False,4.253e-05
IS,TLT,2009-07-01,2009-08-03,56.8227,57.252,1316.9727,519.04,rebalance,False,0.00034049
IS,EEM,2009-07-01,2009-09-01,23.0802,24.8189,3241.9491,5579.56,rebalance,False,4.895e-05
IS,GLD,2009-08-03,2009-09-01,94.14,93.41,854.7031,-668.8,rebalance,False,0.00012107
IS,SHY,2009-08-03,2009-09-01,65.1364,65.4781,1235.2563,375.11,rebalance,False,0.00155921
IS,HYG,2009-09-01,2009-10-01,30.7881,32.4401,2607.7085,4248.21,rebalance,False,0.00312966
IS,IEF,2009-09-01,2009-10-01,61.9866,63.0572,1295.3696,1338.06,rebalance,False,0.00193219
IS,EEM,2009-10-01,2009-11-02,27.2096,26.7329,3051.365,-1511.83,rebalance,False,3.478e-05
IS,GLD,2009-10-01,2009-11-02,98.84,103.5,840.1238,3866.65,rebalance,False,4.94e-05
IS,TLT,2009-09-01,2009-11-02,58.6651,58.8471,1368.7107,200.45,rebalance,False,0.00033941
IS,SPY,2009-11-02,2009-12-01,77.2963,82.3366,1073.2977,5399.72,rebalance,False,6.43e-06
IS,XLP,2009-11-02,2009-12-01,16.5507,17.3004,5009.0643,3685.25,rebalance,False,0.00081505
IS,GLD,2009-12-01,2010-01-04,117.3,109.82,745.3307,-5620.48,rebalance,False,2.992e-05
IS,QQQ,2009-11-02,2010-01-04,35.5272,40.2127,2334.9871,10923.84,rebalance,False,3.457e-05
IS,EEM,2010-01-04,2010-02-01,29.8199,27.3172,2943.797,-7423.11,rebalance,False,3.923e-05
IS,HYG,2010-01-04,2010-02-01,34.192,33.6543,2567.3894,-1439.21,rebalance,False,0.00284677
IS,TLT,2009-12-01,2010-02-01,59.1892,57.0891,1477.0098,-3152.77,rebalance,False,0.00042899
IS,SHY,2010-02-01,2010-03-01,66.0449,66.1279,1265.961,56.67,rebalance,False,0.00136136
IS,XLV,2010-02-01,2010-03-01,23.7724,23.8255,3516.5769,125.47,rebalance,False,0.00049385
IS,GLD,2010-02-01,2010-04-01,106.64,109.97,784.0604,2563.22,rebalance,False,5.695e-05
IS,TLT,2010-03-01,2010-04-01,57.033,55.6408,1466.5994,-2091.03,rebalance,False,0.00040331
IS,XLE,2010-03-01,2010-05-03,16.5606,17.7295,5049.716,5831.07,rebalance,False,0.00012304
IS,EEM,2010-04-01,2010-06-01,30.2158,26.6597,2773.652,-9915.13,rebalance,False,2.071e-05
IS,HYG,2010-05-03,2010-06-01,35.5471,33.7258,2514.9095,-4639.44,rebalance,False,0.00143797
IS,IWM,2010-04-01,2010-06-01,54.8651,52.6731,1528.3337,-3362.65,rebalance,False,1.392e-05
IS,GLD,2010-06-01,2010-07-01,119.88,120.91,664.5808,640.33,rebalance,False,4.117e-05
IS,TLT,2010-06-01,2010-08-02,61.3631,63.0263,1298.273,2110.73,rebalance,False,0.00022104
IS,GLD,2010-08-02,2010-09-01,116.12,122.15,703.857,4197.4,rebalance,False,6.958e-05
IS,IEF,2010-07-01,2010-10-01,67.0557,69.7396,1196.9532,3163.37,rebalance,False,0.00112936
IS,SHY,2010-06-01,2010-10-01,66.4762,67.1267,1198.4382,733.32,rebalance,False,0.00103952
IS,EEM,2010-10-01,2010-11-01,32.2021,33.1557,2542.046,2368.57,rebalance,False,4.401e-05
IS,GLD,2010-10-01,2010-11-01,127.91,132.85,640.051,3115.52,rebalance,False,3.638e-05
IS,TLT,2010-09-01,2010-11-01,68.1695,64.6523,1259.7809,-4478.85,rebalance,False,0.00017863
IS,QQQ,2010-11-01,2010-12-01,45.7865,46.2149,1824.1976,767.69,rebalance,False,2.372e-05
IS,SHY,2010-11-01,2010-12-01,67.2916,67.0795,1240.7086,-311.14,rebalance,False,0.00113326
IS,XLP,2010-11-01,2010-12-01,19.0287,18.8047,4386.6479,-1047.47,rebalance,False,0.00067529
IS,GLD,2010-12-01,2011-01-03,135.71,138.67,613.4613,1769.76,rebalance,False,4.611e-05
IS,TLT,2010-12-01,2011-01-03,62.2055,60.1904,1338.2852,-2744.62,rebalance,False,0.00010135
IS,EEM,2010-12-01,2011-02-01,32.6647,33.1607,2548.4089,1208.45,rebalance,False,3.67e-05
IS,HYG,2011-01-03,2011-02-01,38.1958,38.8768,2165.4175,1420.61,rebalance,False,0.0020073
IS,XLE,2011-01-03,2011-02-01,20.5793,21.9353,4018.6678,5384.07,rebalance,False,0.00012969
IS,SHY,2011-02-01,2011-03-01,67.0845,66.9974,1274.6079,-160.31,rebalance,False,0.00126594
IS,XLV,2011-02-01,2011-03-01,24.5926,25.3348,3476.4293,2517.36,rebalance,False,0.00045963
IS,GLD,2011-02-01,2011-04-01,130.52,138.65,655.1422,5277.14,rebalance,False,5.137e-05
IS,TLT,2011-03-01,2011-04-01,59.5048,59.742,1455.8084,293.82,rebalance,False,0.00015718
IS,EEM,2011-04-01,2011-05-02,35.335,36.0527,2512.9768,1744.82,rebalance,False,4.685e-05
IS,XLE,2011-03-01,2011-05-02,23.596,24.1699,3670.8027,2042.92,rebalance,False,0.0001069
IS,HYG,2011-05-02,2011-06-01,40.0439,40.0507,2236.1192,-42.0,rebalance,False,0.00212893
IS,QQQ,2011-05-02,2011-06-01,51.9074,51.074,1725.8913,-1451.88,rebalance,False,3.384e-05
IS,EEM,2011-06-01,2011-07-01,34.7538,34.4853,2553.9644,-743.32,rebalance,False,4.928e-05
IS,IWM,2011-04-01,2011-07-01,68.9146,67.3781,1289.1677,-1992.01,rebalance,False,1.917e-05
IS,XLE,2011-06-01,2011-07-01,23.0521,22.6167,3850.1166,-1740.26,rebalance,False,8.418e-05
IS,IEF,2011-07-01,2011-08-01,69.3335,71.3519,1258.2974,2487.09,rebalance,False,0.0010089
IS,SHY,2011-07-01,2011-08-01,67.5817,67.7268,1290.9279,136.97,rebalance,False,0.00099043
IS,TLT,2011-07-01,2011-08-01,62.1591,64.526,1403.5247,3268.63,rebalance,False,0.00014054
IS,EEM,2011-08-01,2011-09-01,34.5505,31.0715,2580.2323,-9031.05,rebalance,False,2.972e-05
IS,HYG,2011-08-01,2011-09-01,40.1243,38.9148,2221.8268,-2745.5,rebalance,False,0.00079951
IS,XLP,2011-08-01,2011-09-01,20.9473,20.7992,4255.4083,-698.29,rebalance,False,0.00026774
IS,SHY,2011-09-01,2011-10-03,67.9948,67.9058,1249.1924,-159.99,rebalance,False,0.00082239
IS,TLT,2011-09-01,2011-11-01,71.4194,79.2939,1189.2785,9310.13,rebalance,False,0.0001048
IS,SHY,2011-11-01,2011-12-01,67.9604,67.9643,1386.007,-48.66,rebalance,False,0.00079663
IS,GLD,2011-10-03,2012-01-03,161.09,154.76,525.9966,-3373.69,rebalance,False,3.679e-05
IS,IEF,2011-09-01,2012-01-03,74.9587,76.8995,1133.123,2148.37,rebalance,False,0.0013572
IS,TLT,2011-12-01,2012-01-03,77.869,80.2227,1208.3189,2787.94,rebalance,False,0.00015275
IS,EEM,2012-01-03,2012-02-01,28.5229,31.2815,3098.5661,8482.99,rebalance,False,5.426e-05
IS,HYG,2012-01-03,2012-02-01,40.9537,41.3947,2158.1622,895.56,rebalance,False,0.00077677
IS,XLE,2012-01-03,2012-02-01,21.4097,21.631,4127.7785,847.59,rebalance,False,0.0001486
IS,IEF,2012-02-01,2012-03-01,77.8748,76.8535,1177.9875,-1255.44,rebalance,False,0.00125401
IS,SHY,2012-02-01,2012-03-01,68.0449,67.9281,1348.1661,-210.08,rebalance,False,0.00082304
IS,GLD,2012-02-01,2012-04-02,169.75,161.96,540.4379,-4257.08,rebalance,False,4.512e-05
IS,TLT,2012-03-01,2012-04-02,78.4048,76.4629,1160.0144,-2303.78,rebalance,False,0.00011725
IS,XLE,2012-03-01,2012-04-02,22.8077,21.7877,3987.1117,-4131.39,rebalance,False,0.00013348
IS,IWM,2012-04-02,2012-05-01,68.1021,67.2935,1286.7966,-1051.76,rebalance,False,2.39e-05
IS,QQQ,2012-04-02,2012-05-01,59.769,59.0693,1466.1915,-1038.12,rebalance,False,2.783e-05
IS,GLD,2012-05-01,2012-06-01,162.09,155.41,533.9117,-3611.41,rebalance,False,4.147e-05
IS,HYG,2012-05-01,2012-06-01,42.3901,40.6487,2041.3703,-3607.54,rebalance,False,0.00047293
IS,EEM,2012-04-02,2012-07-02,31.3913,28.9235,2790.1401,-6940.77,rebalance,False,5.81e-05
IS,QQQ,2012-06-01,2012-07-02,53.9763,57.0389,1536.1552,4691.76,rebalance,False,3.565e-05
IS,XLE,2012-06-01,2012-07-02,18.9809,20.3022,4365.6539,5700.67,rebalance,False,0.00013638
IS,IEF,2012-07-02,2012-08-01,79.9501,80.6916,1070.1271,744.08,rebalance,False,0.0011799
IS,SHY,2012-07-02,2012-08-01,68.0183,68.1844,1257.8495,159.71,rebalance,False,0.0009117
IS,TLT,2012-07-02,2012-08-01,85.4519,87.7346,1001.2327,2235.74,rebalance,False,0.00015926
IS,EEM,2012-08-01,2012-09-04,29.279,29.1012,2955.8558,-583.59,rebalance,False,8.778e-05
IS,HYG,2012-08-01,2012-09-04,43.4003,43.86,1994.2099,862.59,rebalance,False,0.00085814
IS,IEF,2012-09-04,2012-10-01,80.6253,80.589,1074.5581,-88.7,rebalance,False,0.00118641
IS,GLD,2012-08-01,2012-11-01,155.18,167.02,557.7836,6554.31,rebalance,False,7.266e-05
IS,TLT,2012-09-04,2012-11-01,86.8205,84.1578,997.8878,-2705.11,rebalance,False,0.00017957
IS,EEM,2012-10-01,2012-12-03,30.871,31.1376,2801.6489,688.59,rebalance,False,5.34e-05
IS,QQQ,2012-11-01,2012-12-03,58.1898,59.0355,1521.0417,1273.82,rebalance,False,3.541e-05
IS,SPY,2012-11-01,2012-12-03,111.6984,112.6053,792.4288,710.03,rebalance,False,5.43e-06
IS,GLD,2012-12-03,2013-01-02,166.11,163.49,533.8665,-1445.43,rebalance,False,5.232e-05
IS,TLT,2012-12-03,2013-01-02,84.9759,82.437,1043.5618,-2698.8,rebalance,False,0.00022211
IS,XLE,2012-12-03,2013-01-02,22.0001,22.5292,4030.0775,2065.09,rebalance,False,0.0001985
IS,EEM,2013-01-02,2013-02-01,33.4678,33.1399,2627.0923,-918.48,rebalance,False,5.51e-05
IS,HYG,2013-01-02,2013-02-01,45.6331,45.6191,1926.8046,-81.22,rebalance,False,0.00060247
IS,XLV,2013-01-02,2013-02-01,32.7714,34.7128,2682.8765,5147.76,rebalance,False,0.00048653
IS,IEF,2013-02-01,2013-03-01,79.525,80.2031,1122.3521,709.42,rebalance,False,0.00123124
IS,GLD,2013-02-01,2013-04-01,162.66,154.57,548.7427,-4484.79,rebalance,False,7.139e-05
IS,XLE,2013-02-01,2013-04-01,24.0146,24.6031,3716.1585,2121.66,rebalance,False,0.00021634
IS,EEM,2013-03-01,2013-05-01,32.0966,32.2083,2801.0811,253.3,rebalance,False,4.54e-05
IS,IWM,2013-04-01,2013-05-01,79.3735,78.9862,1109.4189,-440.19,rebalance,False,2.219e-05
IS,HYG,2013-05-01,2013-06-03,47.222,45.993,1881.196,-2365.31,rebalance,False,0.00039766
IS,SPY,2013-05-01,2013-06-03,127.094,130.6835,699.3268,2502.07,rebalance,False,5.44e-06
IS,QQQ,2013-04-01,2013-07-01,61.9335,64.5869,1421.7972,3760.29,rebalance,False,3.917e-05
IS,XLP,2013-06-03,2013-07-01,28.4505,28.4651,3123.4641,-16.07,rebalance,False,0.00019697
IS,TLT,2013-06-03,2013-08-01,79.1918,74.4742,1122.2685,-5343.08,rebalance,False,0.00014991
IS,XLE,2013-07-01,2013-08-01,24.5589,25.8992,3675.5649,4859.4,rebalance,False,0.00019646
IS,EEM,2013-07-01,2013-09-03,29.2037,29.1207,3091.081,-317.98,rebalance,False,4.741e-05
IS,HYG,2013-08-01,2013-09-03,46.4837,45.981,1920.5429,-1020.12,rebalance,False,0.0004688
IS,QQQ,2013-08-01,2013-09-03,68.6736,68.4936,1300.6154,-245.61,rebalance,False,5.14e-05
IS,IEF,2013-09-03,2013-10-01,75.3101,76.9493,1182.3328,1885.44,rebalance,False,0.00086033
IS,GLD,2013-09-03,2013-11-01,135.46,126.86,657.3493,-5699.03,rebalance,False,7.931e-05
IS,TLT,2013-09-03,2013-11-01,73.3384,75.4055,1214.1194,2457.18,rebalance,False,0.00014617
IS,EEM,2013-10-01,2013-12-02,30.9856,31.8538,2932.5311,2484.13,rebalance,False,4.539e-05
IS,QQQ,2013-11-01,2013-12-02,75.0013,77.4932,1165.4668,2893.48,rebalance,False,4.334e-05
IS,GLD,2013-12-02,2014-01-02,119.2,117.93,769.9404,-1028.12,rebalance,False,8.768e-05
IS,TLT,2013-12-02,2014-01-02,73.3888,72.1532,1250.5241,-1597.25,rebalance,False,0.00017569
IS,XLE,2013-11-01,2014-01-02,27.0434,27.679,3230.4198,1991.69,rebalance,False,0.00015112
IS,EEM,2014-01-02,2014-02-03,31.2351,28.843,2882.4177,-6951.78,rebalance,False,3.469e-05
IS,HYG,2014-01-02,2014-02-03,47.8789,48.2002,1880.5412,549.03,rebalance,False,0.00041082
IS,XLV,2014-01-02,2014-03-03,45.3239,48.069,1986.5148,5394.42,rebalance,False,0.00021391
IS,GLD,2014-02-03,2014-04-01,120.47,123.71,720.3971,2285.21,rebalance,False,8.454e-05
IS,XLE,2014-02-03,2014-04-01,26.2066,28.166,3311.1167,6423.77,rebalance,False,0.00016865
IS,XLP,2014-03-03,2014-04-01,30.3815,31.2627,3138.955,2700.49,rebalance,False,0.00044158
IS,IWM,2014-04-01,2014-05-01,99.5301,95.3656,938.7647,-3919.1,rebalance,False,1.686e-05
IS,QQQ,2014-04-01,2014-05-01,80.3099,79.7903,1163.4206,-615.53,rebalance,False,2.105e-05
IS,EEM,2014-04-01,2014-06-02,31.5399,32.5531,2960.7895,2936.38,rebalance,False,6.044e-05
IS,HYG,2014-05-01,2014-06-02,49.4054,50.02,1844.1775,1077.98,rebalance,False,0.00054179
IS,XLE,2014-05-01,2014-06-02,29.595,30.1609,3078.4079,1679.45,rebalance,False,0.00021247
IS,QQQ,2014-06-02,2014-07-01,83.3363,86.1378,1125.0101,3140.98,rebalance,False,4.116e-05
IS,XLP,2014-06-02,2014-07-01,32.6801,32.7066,2867.2594,13.85,rebalance,False,0.0003937
IS,SHY,2014-07-01,2014-08-01,68.5479,68.513,1389.5544,-103.16,rebalance,False,0.00063572
IS,TLT,2014-06-02,2014-08-01,81.1956,82.0097,1154.1447,885.71,rebalance,False,0.00015287
