period,ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,exit_reason,liquidity_constrained,q_over_adv
IS,XLE,2017-09-01,2018-06-01,21.6769,26.9297,7871.0377,41194.99,rebalance,False,0.00023134
IS,XLP,2018-06-01,2018-07-02,40.1369,41.666,5273.9441,7925.24,rebalance,False,0.00037075
IS,XLE,2018-07-02,2018-10-01,26.8024,27.205,8187.7118,3140.87,rebalance,False,0.00033489
IS,XLP,2018-10-01,2018-11-01,44.1769,45.093,5035.4677,4470.33,rebalance,False,0.00019949
IS,XLRE,2016-07-01,2018-11-01,24.2527,25.0197,5614.4738,4201.04,rebalance,False,0.0011349
IS,XLU,2016-04-01,2018-11-01,17.9754,21.2798,7215.4416,23727.76,rebalance,False,0.00014679
IS,SHY,2018-11-01,2018-12-03,69.9038,70.1076,7444.7804,1217.92,rebalance,False,0.00283691
IS,XLE,2018-12-03,2019-01-02,24.1989,20.3869,7180.1641,-27483.91,rebalance,False,0.00014301
IS,XLRE,2018-12-03,2019-01-02,26.357,24.2279,6592.3426,-14156.42,rebalance,False,0.00077713
IS,XLU,2018-12-03,2019-01-02,21.9288,21.0375,7923.3651,-7188.44,rebalance,False,0.00015987
IS,SHY,2019-01-02,2019-03-01,70.6896,70.8892,6679.295,1061.35,rebalance,False,0.00168765
IS,XLE,2019-03-01,2019-06-03,23.6956,21.5406,6652.0628,-14442.55,rebalance,False,0.00023643
IS,XLRE,2019-03-01,2019-06-03,27.3508,28.9552,5763.2324,9128.98,rebalance,False,0.00169948
IS,XLU,2019-03-01,2019-06-03,22.7617,23.4974,6925.0147,4976.86,rebalance,False,0.00021755
IS,SHY,2019-06-03,2019-07-01,72.0786,72.3482,6552.1624,1495.5,rebalance,False,0.00129142
IS,XLE,2019-07-01,2020-03-02,23.6953,17.8428,6659.8517,-39072.53,rebalance,False,0.00012764
IS,XLRE,2019-07-01,2020-03-02,29.464,30.0003,5356.0697,2756.57,rebalance,False,0.00068258
IS,XLU,2019-07-01,2020-03-02,24.1835,25.7257,6525.4675,9942.96,rebalance,False,0.00015176
IS,SHY,2020-03-02,2020-06-01,74.2377,75.2061,6018.4898,5571.24,rebalance,False,0.00166336
IS,XLE,2020-06-01,2021-12-31,15.2543,23.8889,9876.4914,85279.65,window_end,False,0.0
IS,XLRE,2020-06-01,2021-12-31,28.3038,44.8439,5323.6194,88052.9,window_end,False,0.0
IS,XLU,2020-06-01,2021-12-31,24.8067,31.4671,6074.1958,40456.52,window_end,False,0.0
OOS,XLE,2022-01-03,2022-03-01,23.9234,30.651,1392.3398,9338.55,rebalance,False,1.684e-05
OOS,XLRE,2022-01-03,2022-03-01,44.991,39.2005,740.4283,-4306.1,rebalance,False,0.00011002
OOS,XLU,2022-01-03,2022-03-01,31.4539,29.801,1059.0476,-1771.8,rebalance,False,2.839e-05
OOS,SHY,2022-03-01,2022-04-01,74.0656,72.7156,1392.483,-1937.65,rebalance,False,0.00028602
OOS,XLE,2022-04-01,2022-05-02,33.1734,32.4564,1016.1846,-750.43,rebalance,False,1.511e-05
OOS,XLRE,2022-04-01,2022-05-02,42.2629,40.6786,797.6528,-1284.48,rebalance,False,0.0001038
OOS,XLU,2022-04-01,2022-05-02,32.9254,31.6862,1023.8421,-1290.19,rebalance,False,2.393e-05
OOS,SHY,2022-05-02,2022-12-01,72.5267,71.804,1347.7927,-1029.39,rebalance,False,0.00019518
OOS,XLE,2022-12-01,2023-01-03,40.7743,39.0086,790.2089,-1414.86,rebalance,False,1.865e-05
OOS,XLRE,2022-12-01,2023-01-03,35.0922,33.3414,918.1237,-1627.92,rebalance,False,0.00015824
OOS,XLU,2022-12-01,2023-01-03,32.3942,32.0117,994.5957,-401.46,rebalance,False,4.745e-05
OOS,SHY,2023-01-03,2023-02-01,71.9549,72.3992,1294.7109,521.73,rebalance,False,0.00024442
OOS,XLE,2023-02-01,2023-11-01,40.171,39.5079,776.8745,-534.5,rebalance,False,1.655e-05
OOS,XLRE,2023-02-01,2023-11-01,36.1982,30.4178,862.1161,-5001.17,rebalance,False,0.00011183
OOS,XLU,2023-02-01,2023-11-01,31.1333,27.7043,1002.3554,-3456.21,rebalance,False,2.251e-05
OOS,SHY,2023-11-01,2023-12-01,73.2529,74.0389,1154.6493,858.93,rebalance,False,0.00018858
OOS,XLE,2023-12-01,2023-12-29,38.9319,39.008,731.074,55.68,window_end,False,0.0
OOS,XLRE,2023-12-01,2023-12-29,34.1626,37.1605,833.1088,2497.51,window_end,False,0.0
OOS,XLU,2023-12-01,2023-12-29,29.1041,29.6309,977.8976,515.19,window_end,False,0.0
