date,ticker,action,shares,price,cost,gross_notional,regime
2003-12-01,XLF,buy,4360.675364417837,14.139747619628906,54.697326540952304,61658.84910400152,D
2004-04-01,XLI,sell,3678.146555969773,17.54524803161621,55.47357894235106,64533.99362112461,B
2004-04-01,XLF,sell,4360.675364417837,15.504352569580078,57.87533126499617,67609.44829141624,B
2004-04-01,XLU,buy,7691.503246097988,5.716404438018799,62.66352075710269,43967.743291030536,B
2004-04-01,XLP,buy,3391.5612620834922,12.963865280151367,42.464235355889166,43967.743291030536,B
2004-04-01,XLV,buy,2108.8265532098935,20.849388122558594,36.3910302070072,43967.74329103053,B
2004-05-03,XLU,sell,7691.503246097988,5.493751525878906,61.912949390414184,42255.207694553384,C
2004-05-03,XLP,sell,3391.5612620834922,13.265347480773926,41.910666663690016,44990.23864386969,C
2004-05-03,XLV,sell,2108.8265532098935,21.624155044555664,36.73036641226808,45601.59234868665,C
2004-05-03,XLE,buy,8026.720927247518,8.25942325592041,78.39663090839254,66296.08549529119,C
2004-05-03,XLB,buy,8564.73222237649,7.740590572357178,81.40377099037202,66296.08549529119,C
2004-06-01,XLE,sell,8026.720927247518,8.159327507019043,76.96998016538559,65492.64485285607,A
2004-06-01,XLB,sell,8564.73222237649,7.91398286819458,81.12702483054761,67781.14407856163,A
2004-06-01,XLK,buy,5895.886654888667,7.51786470413208,54.610608129774825,44324.47818235087,A
2004-06-01,XLY,buy,3673.1471976086586,12.067166328430176,43.850546223400805,44324.47818235087,A
2004-06-01,XLF,buy,2981.2638248727394,14.867680549621582,37.883042635292156,44324.47818235087,A
2004-07-01,XLK,sell,5895.886654888667,7.63433313369751,55.90164445417466,45011.16284194153,D
2004-07-01,XLY,sell,3673.1471976086586,12.037116050720215,42.602081580255415,44214.09908899316,D
2004-07-01,XLF,sell,2981.2638248727394,14.886195182800293,37.93023316483247,44379.67518847735,D
2004-07-01,XLI,buy,3566.8829743433757,18.687253952026367,55.236798857791634,66655.24795871381,D
2004-07-01,XLF,buy,4477.655112014665,14.886195182800293,57.25115694406862,66655.24795871381,D
2004-08-02,XLI,sell,3566.8829743433757,18.528383255004883,53.45862978475319,66088.57477438581,B
2004-08-02,XLF,sell,4477.655112014665,14.760300636291504,56.73361087072383,66091.53559896396,B
2004-08-02,XLU,buy,7654.608841556949,5.745174407958984,62.52956460223715,43977.06281944955,B
2004-08-02,XLP,buy,3474.137426563488,12.658411979675293,41.717336069650784,43977.06281944955,B
2004-08-02,XLV,buy,2194.4229671185144,20.040376663208008,35.38548859293426,43977.06281944955,B
2004-09-01,XLU,sell,7654.608841556949,5.915401935577393,62.57054825980275,45280.0879574338,D
2004-09-01,XLP,sell,3474.137426563488,12.755471229553223,42.447988223711285,44314.259992044645,D
2004-09-01,XLV,sell,2194.4229671185144,20.4704532623291,36.344618337750376,44920.8327861811,D
2004-09-01,XLI,buy,3636.223815402902,18.462196350097656,57.22708771840539,67132.67805286963,D
2004-09-01,XLF,buy,4448.592588119909,15.090767860412598,57.89242359760081,67132.67805286963,D
2004-11-01,XLI,sell,3636.223815402902,19.104747772216797,56.580524167386535,69469.13883660025,B
2004-11-01,XLF,sell,4448.592588119909,15.135601043701172,57.883618556817524,67332.12261974899,B
2004-11-01,XLU,buy,7209.827323261776,6.312901020050049,60.83648985989156,45514.92626340398,B
2004-11-01,XLP,buy,3649.6237205574985,12.471128463745117,43.00487775659898,45514.92626340398,B
2004-11-01,XLV,buy,2345.5816437213407,19.404537200927734,38.2873723376705,45514.92626340398,B
2004-12-01,XLU,sell,7209.827323261776,6.484549045562744,61.71295899889521,46752.47888772934,A
2004-12-01,XLP,sell,3649.6237205574985,12.981444358825684,45.393426989419744,47377.38725906754,A
2004-12-01,XLV,sell,2345.5816437213407,20.30207061767578,37.929066697494164,47620.16417035469,A
2004-12-01,XLK,buy,5863.417580879529,8.043854713439941,55.30720234694447,47164.479144824414,A
2004-12-01,XLY,buy,3581.0607284751063,13.170533180236816,43.61490642892877,47164.479144824414,A
2004-12-01,XLF,buy,2973.167889642806,15.863375663757324,39.377437948500344,47164.479144824414,A
2005-01-03,XLK,sell,5863.417580879529,8.019575119018555,54.62967126452477,47022.11774403744,D
2005-01-03,XLY,sell,3581.0607284751063,13.484620094299316,43.72527775697842,48289.24345810157,D
2005-01-03,XLF,sell,2973.167889642806,16.14234733581543,39.70084982840626,47993.90876230753,D
2005-01-03,XLI,buy,3477.6541167718,20.562990188598633,56.251945382390616,71510.96748251817,D
2005-01-03,XLF,buy,4430.022845801056,16.14234733581543,59.429836155750195,71510.96748251817,D
2005-02-01,XLI,sell,3477.6541167718,20.222501754760742,56.245138310539225,70326.86647886864,B
2005-02-01,XLF,sell,4430.022845801056,16.020294189453125,59.22304630459416,70970.26925573125,B
2005-02-01,XLU,buy,6822.967197631523,6.890618801116943,59.554485306463675,47014.46605140396,B
2005-02-01,XLP,buy,3495.6047232138812,13.449594497680664,42.54798425157222,47014.46605140396,B
2005-02-01,XLV,buy,2281.3002206747115,20.608627319335938,37.29793076371352,47014.466051403964,B
2005-03-01,XLU,sell,6822.967197631523,7.010958194732666,59.86856299309785,47835.5377866269,A
2005-03-01,XLP,sell,3495.6047232138812,13.535953521728516,42.99207483143569,47316.34306375777,A
2005-03-01,XLV,sell,2281.3002206747115,21.19485855102539,37.92681633270901,48351.83548962352,A
2005-03-01,XLK,buy,6172.361545288647,7.736036777496338,57.38531119160846,47749.6159183571,A
2005-03-01,XLY,buy,3653.5881814266554,13.069238662719727,44.76409266508807,47749.6159183571,A
2005-03-01,XLF,buy,3003.4507768175995,15.8982515335083,39.665527714654964,47749.6159183571,A
2005-04-01,XLK,sell,6172.361545288647,7.429503917694092,56.044889936921095,45857.58428214636,C
2005-04-01,XLY,sell,3653.5881814266554,12.671923637390137,43.32100762263256,46297.99043750968,C
2005-04-01,XLF,sell,3003.4507768175995,14.93727970123291,38.07832222292621,44863.38432220974,C
2005-04-01,XLE,buy,5667.567470275021,12.063055038452148,64.10181868631841,68368.17832806859,C
2005-04-01,XLB,buy,7207.5389271633485,9.485648155212402,73.83315785018665,68368.17832806859,C
2005-05-02,XLE,sell,5667.567470275021,11.335366249084473,62.04925354306552,64243.95301696454,B
2005-05-02,XLB,sell,7207.5389271633485,8.908373832702637,71.91507619672582,64207.45117692761,B
2005-05-02,XLU,buy,5847.4374713579555,7.30667781829834,52.588006317848716,42725.341665857704,B
2005-05-02,XLP,buy,3220.0731219078957,13.268438339233398,39.50013559284582,42725.341665857704,B
2005-05-02,XLV,buy,1966.2526545105065,21.729324340820312,32.98735640217127,42725.341665857704,B
2005-06-01,XLU,sell,5847.4374713579555,7.377002239227295,52.28464079247624,43136.55931994923,D
2005-06-01,XLP,sell,3220.0731219078957,13.569073677062988,39.53838528161557,43693.409436698465,D
2005-06-01,XLV,sell,1966.2526545105065,21.967424392700195,32.524403718128745,43193.50652490561,D
2005-06-01,XLI,buy,3189.845762324103,20.34023666381836,50.86297008228205,64882.21772675034,D
2005-06-01,XLF,buy,4121.3855204982065,15.742816925048828,54.16424698182585,64882.217726750336,D
2005-07-01,XLI,sell,3189.845762324103,19.799863815307617,50.460283465939604,63158.511685853344,B
2005-07-01,XLF,sell,4121.3855204982065,15.830925941467285,53.992884301576986,65245.348951242704,B
2005-07-01,XLU,buy,5486.767459443407,7.7868852615356445,49.79307688570106,42724.82866341324,B
2005-07-01,XLP,buy,3221.433665848815,13.262675285339355,39.10142795149298,42724.82866341324,B
2005-07-01,XLV,buy,1962.7849962578996,21.767452239990234,32.438765666339094,42724.82866341324,B
2005-08-01,XLU,sell,5486.767459443407,7.7868852615356445,50.11773276726348,42724.82866341324,A
2005-08-01,XLP,sell,3221.433665848815,13.570568084716797,39.41860962199235,43716.684892800164,A
2005-08-01,XLV,sell,1962.7849962578996,22.399616241455078,33.36711837965251,43965.63068066279,A
2005-08-01,XLK,buy,5377.581170504077,8.069387435913086,50.04767464454661,43393.785932868384,A
2005-08-01,XLY,buy,3246.712288661537,13.36545467376709,39.773605329945795,43393.785932868384,A
2005-08-01,XLF,buy,2701.6969282155032,16.061677932739258,35.724186229712515,43393.785932868384,A
2005-09-01,XLK,sell,5377.581170504077,7.969764232635498,49.81839053405873,42858.05407077753,B
2005-09-01,XLY,sell,3246.712288661537,12.79457950592041,38.314204949528694,41540.318510128855,B
2005-09-01,XLF,sell,2701.6969282155032,15.83629322052002,35.36971310629968,42784.86474819894,B
2005-09-01,XLU,buy,5245.935091312603,8.065596580505371,48.8080473149888,42311.59613404406,B
2005-09-01,XLP,buy,3161.1991463993454,13.384666442871094,38.149242516025126,42311.59613404406,B
2005-09-01,XLV,buy,1904.4706019347616,22.21698570251465,31.82867705005044,42311.59613404406,B
2005-10-03,XLU,sell,5245.935091312603,8.37027645111084,49.58311020361736,43909.92695886987,A
2005-10-03,XLP,sell,3161.1991463993454,13.5741548538208,38.61282174376482,42910.60673699085,A
2005-10-03,XLV,sell,1904.4706019347616,22.10802459716797,31.699454184979235,42104.082912157,A
2005-10-03,XLK,buy,5364.053213247405,7.996585369110107,49.60618277325923,42894.109444182264,A
2005-10-03,XLY,buy,3426.0926251386913,12.5198335647583,39.93079661156737,42894.109444182264,A
2005-10-03,XLF,buy,2698.3971507943584,15.896143913269043,35.57829298517307,42894.109444182264,A
2005-11-01,XLK,sell,5364.053213247405,7.808835983276367,49.348079094210995,41887.01174781556,C
2005-11-01,XLY,sell,3426.0926251386913,12.3073091506958,39.792538095112356,42165.981116500814,C
2005-11-01,XLF,sell,2698.3971507943584,16.3603515625,36.1673440576501,44146.72604224403,C
2005-11-01,XLE,buy,4714.946581225759,13.569051742553711,57.0546362154797,63977.35412402904,C
2005-11-01,XLB,buy,7259.2814788021315,8.813179969787598,70.73372083409272,63977.354124029036,C
2005-12-01,XLE,sell,4714.946581225759,14.121533393859863,58.201896775706416,66582.27559704495,D
2005-12-01,XLB,sell,7259.2814788021315,9.64190673828125,73.35791130501265,69993.31500554255,D
2005-12-01,XLI,buy,3177.8168894887385,21.449079513549805,52.38577883375331,68161.24714214547,D
2005-12-01,XLF,buy,3941.2902366675216,17.294145584106445,54.67785856063787,68161.24714214547,D
2006-01-03,XLI,sell,3177.8168894887385,21.455873489379883,52.18357445716747,68182.83715328507,B
2006-01-03,XLF,sell,3941.2902366675216,17.49382781982422,55.16651636542608,68948.25278821588,B
2006-01-03,XLU,buy,5737.7026257624575,7.952803611755371,52.9331602603751,45630.822165341946,B
2006-01-03,XLP,buy,3317.633745586862,13.754026412963867,40.668388918987056,45630.822165341946,B
2006-01-03,XLV,buy,2010.4583575748168,22.696725845336914,34.00523281349691,45630.822165341946,B
2006-02-01,XLU,sell,5737.7026257624575,8.012451171875,52.58382358194527,45973.06212766067,A
2006-02-01,XLP,sell,3317.633745586862,13.724684715270996,40.38846872897776,45533.47715892327,A
2006-02-01,XLV,sell,2010.4583575748168,22.852218627929688,34.192197165873914,45943.433929648156,A
2006-02-01,XLK,buy,5455.983469843083,8.38315200805664,51.6164042972982,45738.33878113888,A
2006-02-01,XLY,buy,3532.2331142439866,12.948844909667969,41.95974277099849,45738.33878113888,A
2006-02-01,XLF,buy,2636.6487690450917,17.347148895263672,36.564131877186355,45738.33878113888,A
2006-03-01,XLK,sell,5455.983469843083,8.51817512512207,52.27856499479753,46475.02267589455,B
2006-03-01,XLY,sell,3532.2331142439866,13.096436500549316,42.13677223209775,46259.66668583393,B
2006-03-01,XLF,sell,2636.6487690450917,17.819799423217773,37.14551585946562,46984.552213857576,B
2006-03-01,XLU,buy,5759.014573706117,8.072094917297363,52.87643404750872,46487.312269054586,B
2006-03-01,XLP,buy,3354.1500256615363,13.859640121459961,41.52693684401278,46487.312269054586,B
2006-03-01,XLV,buy,2021.750828096182,22.99359130859375,34.75879416510075,46487.312269054586,B
2006-04-03,XLU,sell,5759.014573706117,7.729576110839844,51.976810533213936,44514.74147089731,A
2006-04-03,XLP,sell,3354.1500256615363,13.967874526977539,41.562201021744684,46850.34670309883,A
2006-04-03,XLV,sell,2021.750828096182,22.664743423461914,34.1554574984626,45822.46378497162,A
2006-04-03,XLK,buy,5312.506129030936,8.591477394104004,50.620483518626386,45642.27631360826,A
2006-04-03,XLY,buy,3503.072402220013,13.029212951660156,41.389378508251426,45642.27631360825,A
2006-04-03,XLF,buy,2563.289055668212,17.806137084960938,36.005051152666404,45642.27631360825,A
2006-06-01,XLK,sell,5312.506129030936,8.016651153564453,49.474576743808576,42588.50838761408,B
2006-06-01,XLY,sell,3503.072402220013,13.223445892333984,42.46234936405054,46322.68836768477,B
2006-06-01,XLF,sell,2563.289055668212,18.057384490966797,36.67125298645913,46286.296039688095,B
2006-06-01,XLU,buy,5587.596412317002,8.050079345703125,51.90913540920536,44980.59447091798,B
2006-06-01,XLP,buy,3176.0279847962793,14.162530899047852,39.98834764894998,44980.59447091798,B
2006-06-01,XLV,buy,2061.358998326602,21.820844650268555,33.97555860861888,44980.59447091798,B
2006-07-03,XLU,sell,5587.596412317002,8.2437162399292,51.90713197901503,46062.559286387805,C
2006-07-03,XLP,sell,3176.0279847962793,14.428118705749512,39.89235364980726,45824.10877742312,C
2006-07-03,XLV,sell,2061.358998326602,21.566129684448242,33.92805806778727,44455.535484115826,C
2006-07-03,XLE,buy,4254.658772852813,15.992789268493652,56.525009762354564,68043.86116358284,C
2006-07-03,XLB,buy,6445.954911343816,10.556056022644043,69.00814151598826,68043.86116358284,C
2006-08-01,XLE,sell,4254.658772852813,16.371976852416992,57.25770577581176,69657.17494407913,D
2006-08-01,XLB,sell,6445.954911343816,9.96130084991455,67.00756863366843,64210.09613688003,D
2006-08-01,XLI,buy,3088.319469825194,21.632478713989258,51.59097884175465,66808.0051929921,D
2006-08-01,XLF,buy,3687.204049410906,18.118879318237305,53.08449879804131,66808.0051929921,D
2007-01-03,XLI,sell,3088.319469825194,24.34613609313965,54.94013482223679,75188.64611145706,A
2007-01-03,XLF,sell,3687.204049410906,20.556066513061523,57.24330455537834,75794.41168692037,A
2007-01-03,XLK,buy,5540.154632821297,9.070391654968262,54.001229791201375,50251.37234877605,A
2007-01-03,XLY,buy,3332.69640401245,15.078292846679688,42.777918952548966,50251.37234877604,A
2007-01-03,XLF,buy,2444.6005911124016,20.556066513061523,37.83998707583055,50251.37234877604,A
2007-03-01,XLK,sell,5540.154632821297,8.96930980682373,54.39392457875824,49691.36327948399,B
2007-03-01,XLY,sell,3332.69640401245,14.898239135742188,43.02769990941762,49651.30799380554,B
2007-03-01,XLF,sell,2444.6005911124016,19.993728637695312,37.45900575838221,48876.680846250914,B
2007-03-01,XLU,buy,4968.7971332921725,9.926785469055176,50.985818155664425,49324.18318144775,B
2007-03-01,XLP,buy,3130.8966150199262,15.754012107849121,41.66966155802431,49324.18318144775,B
2007-03-01,XLV,buy,2050.7115298916383,24.052228927612305,36.2513508376867,49324.18318144775,B
2007-04-02,XLU,sell,4968.7971332921725,10.496820449829102,52.04319485239283,52156.571359793496,A
2007-04-02,XLP,sell,3130.8966150199262,16.08500862121582,42.44587454927092,50360.49904473094,A
2007-04-02,XLV,sell,2050.7115298916383,24.336383819580078,36.225473017588286,49906.902894681174,A
2007-04-02,XLK,buy,5565.585572887047,9.113158226013184,54.90125386310398,50720.061946135895,A
2007-04-02,XLY,buy,3389.360577153522,14.964492797851562,43.815056744468656,50720.061946135895,A
2007-04-02,XLF,buy,2569.8160928854954,19.736845016479492,38.832401575206084,50720.06194613589,A
2007-05-01,XLK,sell,5565.585572887047,9.540823936462402,55.582984112493016,53100.272054230554,D
2007-05-01,XLY,sell,3389.360577153522,15.309588432312012,44.14417564023921,51889.71548492392,D
2007-05-01,XLF,sell,2569.8160928854954,20.732070922851562,40.009990776857,53277.60949638739,D
2007-05-01,XLI,buy,3047.539822064555,25.922439575195312,56.3114934746124,78999.6668904699,D
2007-05-01,XLF,buy,3810.505336608409,20.732070922851562,59.495072303863665,78999.6668904699,D
2007-06-01,XLI,sell,3047.539822064555,27.20367431640625,57.87029513464681,82904.28078572282,A
2007-06-01,XLF,sell,3810.505336608409,21.257640838623047,60.34134712582838,81002.35385927798,A
2007-06-01,XLK,buy,5470.147170080521,9.972375869750977,55.7137377277972,54550.36364289758,A
2007-06-01,XLY,buy,3449.1771635378745,15.815471649169922,45.40276633386548,54550.36364289758,A
2007-06-01,XLF,buy,2566.1532273037997,21.257640838623047,40.54123898688638,54550.36364289758,A
2007-07-02,XLK,sell,5470.147170080521,10.04551887512207,56.77426303764909,54950.466646739456,C
2007-07-02,XLY,sell,3449.1771635378745,15.53305721282959,45.18561755493223,53576.266218419085,C
2007-07-02,XLF,sell,2566.1532273037997,20.513723373413086,39.68510537164322,52641.35743870138,C
2007-07-02,XLE,buy,4058.5540660395745,19.82334327697754,61.71825890412008,80454.11045927546,C
2007-07-02,XLB,buy,5881.9142602738475,13.678218841552734,72.07856787212059,80454.11045927546,C
2007-08-01,XLE,sell,4058.5540660395745,19.430889129638672,60.887455421902324,78861.31408385921,B
2007-08-01,XLB,sell,5881.9142602738475,13.17961311340332,70.46529657353666,77521.3543166192,B
2007-08-01,XLU,buy,5150.0140265652,10.104000091552734,53.0259423991131,52035.742195912644,B
2007-08-01,XLP,buy,3221.263917619542,16.153827667236328,43.830847422367434,52035.742195912644,B
2007-08-01,XLV,buy,2124.83618483874,24.489295959472656,38.280048402530255,52035.742195912644,B
2007-09-04,XLU,sell,5150.0140265652,10.231407165527344,53.260768149993154,52691.89041396551,D
2007-09-04,XLP,sell,3221.263917619542,16.468780517578125,44.49033914322349,53050.2884484701,D
2007-09-04,XLV,sell,2124.83618483874,25.096826553344727,38.65838895285606,53326.64518516859,D
2007-09-04,XLI,buy,2887.7409849222786,27.49594497680664,56.5489609138332,79401.16722869239,D
2007-09-04,XLF,buy,4152.882442894276,19.119531631469727,61.46071563302381,79401.16722869239,D
2007-12-03,XLI,sell,2887.7409849222786,27.216224670410156,56.3784550634115,78593.40743559624,B
2007-12-03,XLF,sell,4152.882442894276,17.41474151611328,58.03829997660637,72321.3742898089,B
2007-12-03,XLU,buy,4444.808714093948,11.298601150512695,48.397559656780714,50220.120850870735,B
2007-12-03,XLP,buy,2835.4285707613494,17.711650848388672,40.663546466513736,50220.120850870735,B
2007-12-03,XLV,buy,1909.3641270894068,26.302013397216797,36.23704259636413,50220.120850870735,B
2008-01-02,XLU,sell,4444.808714093948,11.105022430419922,48.07496952284973,49359.70046893922,C
2008-01-02,XLP,sell,2835.4285707613494,17.380111694335938,40.261187146294716,49280.065261143565,C
2008-01-02,XLV,sell,1909.3641270894068,25.450979232788086,34.951188768553216,48595.18674638304,C
2008-01-02,XLE,buy,1628.697716989088,22.563308715820312,26.928191268301806,36748.80939317653,C
2008-01-02,XLB,buy,2639.5903316468853,13.922163963317871,32.53274124656641,36748.80939317653,C
2008-02-01,XLE,sell,1628.697716989088,20.250215530395508,25.026556355544216,32981.479802892136,B
2008-02-01,XLB,sell,2639.5903316468853,13.794066429138184,32.09472631419427,36410.68438044802,B
2008-02-01,XLU,buy,4480.49092633964,10.61691951751709,47.58871408283014,47569.011563913555,B
2008-02-01,XLP,buy,2828.6432604956813,16.8169002532959,39.024751800077084,47569.011563913555,B
2008-02-01,XLV,buy,1928.6588643570817,24.664295196533203,34.691949971330374,47569.011563913555,B
2008-03-03,XLU,sell,4480.49092633964,10.073408126831055,46.38456361167048,45133.81370958253,C
2008-03-03,XLP,sell,2828.6432604956813,16.774038314819336,39.48035881593548,47447.77043051005,C
2008-03-03,XLV,sell,1928.6588643570817,23.88488006591797,33.70931367800878,46065.78566323845,C
2008-03-03,XLE,buy,1584.0395904815605,21.853769302368164,25.663430907771335,34617.235776201764,C
2008-03-03,XLB,buy,2471.523778801711,14.006434440612793,30.21028531366999,34617.235776201764,C
2008-04-01,XLE,sell,1584.0395904815605,21.475521087646484,25.432684581054847,34018.07562905365,B
2008-04-01,XLB,sell,2471.523778801711,14.016362190246582,30.522775414157945,34641.77244549166,B
2008-04-01,XLU,buy,4438.5033428180095,10.342741012573242,46.15446172019547,45906.29055820726,B
2008-04-01,XLP,buy,2644.9648945130725,17.35610580444336,37.288753495519025,45906.290558207256,B
2008-04-01,XLV,buy,1981.083434022116,23.17231559753418,34.22394025276871,45906.290558207256,B
2008-05-01,XLU,sell,4438.5033428180095,10.722762107849121,46.766127477809476,47593.01545993061,A
2008-05-01,XLP,sell,2644.9648945130725,17.325334548950195,37.26587519673096,45824.90166766774,A
2008-05-01,XLV,sell,1981.083434022116,23.443037033081055,34.32785520613372,46442.612309403856,A
2008-05-01,XLK,buy,4792.740999898354,9.715171813964844,49.088298031041816,46562.30227384617,A
2008-05-01,XLY,buy,3526.734263389646,13.202668190002441,42.66759490442463,46562.30227384617,A
2008-05-01,XLF,buy,2936.8837721846594,15.85432243347168,38.400450537885334,46562.30227384617,A
2008-06-02,XLK,sell,4792.740999898354,9.789602279663086,48.87052555511017,46919.028218439664,C
2008-06-02,XLY,sell,3526.734263389646,12.69853687286377,41.13396862059918,44784.36508444547,C
2008-06-02,XLF,sell,2936.8837721846594,14.05112075805664,35.640580383034056,41266.50853534356,C
2008-06-02,XLE,buy,1347.5041401142844,24.623558044433594,23.619404706063996,33180.34640921866,C
2008-06-02,XLB,buy,2221.4822289602293,14.936129570007324,28.174279341454458,33180.34640921866,C
2008-07-01,XLE,sell,1347.5041401142844,25.35638999938965,24.15757752038926,34167.84050252999,B
2008-07-01,XLB,sell,2221.4822289602293,13.914109230041504,27.08047477095381,30909.9463863487,B
2008-07-01,XLU,buy,3994.980144530869,10.952164649963379,42.99147798302375,43753.680316236576,B
2008-07-01,XLP,buy,2649.063033015236,16.51666259765625,36.55455352190726,43753.680316236576,B
2008-07-01,XLV,buy,1946.4071629285697,22.479202270507812,32.91125373545071,43753.680316236576,B
2008-08-01,XLU,sell,3994.980144530869,9.902726173400879,40.60468214167701,39561.19443946266,A
2008-08-01,XLP,sell,2649.063033015236,16.906097412109375,36.92599976473072,44785.317686973496,A
2008-08-01,XLV,sell,1946.4071629285697,23.309858322143555,33.40102019091929,45370.47520507035,A
2008-08-01,XLK,buy,4973.918660162293,8.682174682617188,47.63150082619863,43184.43066465826,A
2008-08-01,XLY,buy,3837.0505307024155,11.254590034484863,42.277740153693834,43184.43066465826,A
2008-08-01,XLF,buy,3435.10543622203,12.571500778198242,39.49219236043245,43184.43066465826,A
2008-09-02,XLK,sell,4973.918660162293,8.88646125793457,48.05563323276626,44200.535473650045,D
2008-09-02,XLY,sell,3837.0505307024155,12.390010833740234,44.696841072600606,47541.09764501164,D
2008-09-02,XLF,sell,3435.10543622203,12.623806953430176,39.44253155091518,43364.107891545464,D
2008-09-02,XLI,buy,2704.9991367150524,24.928918838500977,49.25228641985575,67432.70393738475,D
2008-09-02,XLF,buy,5341.709057033841,12.623806953430176,61.559200819948245,67432.70393738475,D
2008-10-01,XLI,sell,2704.9991367150524,21.393964767456055,44.21112489283338,57870.65622688088,B
2008-10-01,XLF,sell,5341.709057033841,12.128705978393555,60.75715241826562,64788.01857488535,B
2008-10-01,XLU,buy,4565.8668284553105,8.937015533447266,45.076871544441445,40805.22276955671,B
